pkt_idx,timestamp,rf_channel,pdu_type,AdvA,access_address,tag_type,payload,CFO_Hz,cfo_centroid_hz,cfo_two_stage_hz,cfo_std_hz,cfo_std_sym_hz,iq_gain_alpha,iq_phase_deg_deg,rise_time_us,psd_centroid_hz,psd_pnr_db,bw_3db_hz,gated_len_us,cfo_two_stage_coarse_hz,joint_fo_hz,joint_I0,joint_Q0,joint_eps,joint_phi_deg,joint_A,joint_iters,joint_cost,cfo_exact_quick_hz,cfo_exact_ls_hz,sample_start,sample_end,CFO_00_Hz,CFO_11_Hz,CFO_10_Hz,CFO_01_Hz,ecosystem,privid
159843,1769216642.4388647,37,0,f90201825f7b715b,8E89BED6,SAMSUNG,9771efe5916d02010403025afd17165afd1320f90201825f7b715b06c1a70000007ccc4fd5,22210.084485,10697.651844,22210.084516,361309.438924,264513.642499,0.960832,85.830139,2.5,30369.52838,25.515839,127659.574468,376.0,22026.591797,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,19014.945312,8251.178711,2606788522,2606789274,-1146.85792,69114.531696,15050.836747,19835.638377,SAMSUNG,f90201825f7b715b
159844,1769216642.4765663,37,0,f90201825f7b715b,8E89BED6,SAMSUNG,9771efe5916d02010403025afd17165afd1320f90201825f7b715b06c1a70000007ccc4fd5,22746.904756,10614.89979,22746.904051,361413.749224,286915.660389,0.959185,85.378085,2.5,30245.069221,25.44635,127659.574468,376.0,22379.230469,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,19014.945312,8395.550781,2606788523,2606789275,7802.6041,73065.478415,-2360.524774,15325.970557,SAMSUNG,f90201825f7b715b
159847,1769216642.5155375,37,0,CC:E9:53:9B:1A:F0,8E89BED6,APPLE,f01a9b53e9cc1eff4c001219207904aa3b4bda287cf4efbda9525957f3d16d7ca1ac4b0362,4963.759832,2232.785044,4963.761151,315879.804124,241823.07186,1.072932,13.44128,88.5,32668.439348,23.479551,313829.787234,376.0,180.683868,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1678.418213,-5378.89502,2606875996,2606876748,-4989.504646,-18850.770151,25585.379777,28663.049288,APPLE,
159848,1769216642.5482783,37,0,CC:E9:53:9B:1A:F0,8E89BED6,APPLE,f01a9b53e9cc1eff4c001219207904aa3b4bda287cf4efbda9525957f3d16d7ca1ac4b0362,4491.878501,2009.802597,4491.877365,314860.360941,254506.349868,1.071778,13.160079,88.5,32587.137024,23.463204,313829.787234,376.0,-145.465057,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1678.418213,-5348.126465,2606875997,2606876749,5526.971636,-2560.711861,16911.002698,7967.291495,APPLE,
159849,1769216642.5924668,37,0,50:92:84:67:D9:B6,8E89BED6,GOOGLE,b6d9678492500201061916aafe41bcbe7697d3d84267c7fe9f1dedd1d3ea485911b5ee,4256.013535,6328.298931,4256.014331,336335.677003,247334.17004,0.987387,64.005857,1.0,-8624.101659,20.609286,472222.222222,360.0,15906.929688,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,71432.625,-6102.489258,2606933318,2606934038,2555.939884,-28062.382563,47221.032233,1564.741993,GOOGLE,
159850,1769216642.622052,37,0,50:92:84:67:D9:B6,8E89BED6,GOOGLE,b6d9678492500201061916aafe41bcbe7697d3d84267c7fe9f1dedd1d3ea485911b5ee,3846.812092,6429.3057,3846.812851,335580.432355,267690.487667,0.986006,64.395989,1.0,-8770.605961,20.639846,472222.222222,360.0,16155.641602,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,68943.351562,-6062.119629,2606933319,2606934039,12329.520807,-9085.776458,17237.403767,-368.963933,GOOGLE,
159854,1769216642.6546888,37,0,FE:A2:61:99:D2:9A,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e0703bc,-18272.174098,12258.394156,-18272.172351,320008.363093,250460.140576,1.011665,-26.490926,101.0,-12259.958793,18.978679,316489.361702,376.0,20581.914062,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-56647.726562,-41976.574219,2606972448,2606973200,-25321.998891,-46422.915814,-2978.629085,4249.611345,APPLE,
159855,1769216642.7012916,37,0,FE:A2:61:99:D2:9A,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e0703bc,-17643.813949,12294.494519,-17643.815013,320262.085603,252156.453946,1.012616,-26.594906,100.5,-11972.482614,19.038402,316489.361702,376.0,21064.933594,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-56372.433594,-41709.753906,2606972449,2606973201,-20759.072817,-56744.954759,-6034.735852,17143.509926,APPLE,
159860,1769216642.9391499,37,0,D1:8D:D3:8A:0C:3E,8E89BED6,APPLE,3e0c8ad38dd11eff4c0012192072d13601e231cb7f30bb0be66adb8a86edae847eee12005e,11681.534128,11401.954637,11681.532992,339673.680971,251785.563417,1.127333,2.12382,3.0,33772.358763,23.203068,77127.659574,376.0,3005.231934,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,50275.824219,18550.59375,2607017054,2607017806,46675.560837,-37784.825777,23877.846938,17535.478311,APPLE,
159861,1769216642.976957,37,0,D1:8D:D3:8A:0C:3E,8E89BED6,APPLE,3e0c8ad38dd11eff4c0012192072d13601e231cb7f30bb0be66adb8a86edae847eee12005e,11807.156082,11154.000739,11807.156974,338052.319853,274650.262346,1.128718,2.389942,3.0,33730.383683,23.191057,77127.659574,376.0,2562.803467,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,50275.824219,18481.611328,2607017055,2607017807,50866.891007,-10824.098901,20820.753862,-15613.810591,APPLE,
159867,1769216643.0143833,37,0,f9028bfe1e2f4130,8E89BED6,SAMSUNG,d8417c1d306802010403025afd17165afd1320f9028bfe1e2f4130e4aba70000008d63d536,-5921.717701,-1361.923171,-5921.718338,358709.724033,250591.046843,1.004512,42.686137,2.5,11629.881181,24.35054,146276.595745,376.0,10244.40918,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,24478.046875,-4730.609375,2607083812,2607084564,-42098.716666,9640.624628,23914.287696,25832.662178,SAMSUNG,f9028bfe1e2f4130
159868,1769216643.051024,37,0,f9028bfe1e2f4130,8E89BED6,SAMSUNG,d8417c1d306802010403025afd17165afd1320f9028bfe1e2f4130e4aba70000008d63d536,-5564.807213,-1447.009099,-5564.806529,357354.845307,277661.222125,1.002359,43.781747,2.5,11439.863214,24.269686,146276.595745,376.0,9856.694336,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,24478.046875,-4827.959961,2607083813,2607084565,-35096.02365,22833.185288,11375.341913,11796.254186,SAMSUNG,f9028bfe1e2f4130
159874,1769216643.1025503,37,0,63:23:04:23:06:D9,8E89BED6,GOOGLE,d906230423630201061916aafe4083d4165ffe2abc54bc436430776e0e65cb9f5781c0,1183.803228,6618.48738,1183.80373,345691.102032,252912.583492,0.941182,-68.164628,1.0,7017.841406,20.653098,450000.0,360.0,16942.845703,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-745.847961,2536.846436,2607240708,2607241428,-26245.137608,3209.253321,3119.553182,24312.616591,GOOGLE,
159875,1769216643.1319811,37,0,63:23:04:23:06:D9,8E89BED6,GOOGLE,d906230423630201061916aafe4083d4165ffe2abc54bc436430776e0e65cb9f5781c0,1761.186615,6977.771547,1761.18732,344745.813395,271854.186747,0.94024,-68.914257,1.0,6859.589421,20.66302,450000.0,360.0,17195.925781,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,6835.293457,2526.126465,2607240709,2607241429,-14170.949514,8765.145844,-1789.127937,4443.521235,GOOGLE,
159879,1769216643.1672182,37,0,F0:F6:16:D9:B9:56,8E89BED6,APPLE,56b9d916f6f01eff4c001219109c8c0caa1cb9a65e2bfa8a116b02224f70e0e31dc28f02ea,3077.280901,-356.227296,3077.28104,355629.706943,277661.478792,0.938534,81.52048,2.5,-1218.148829,22.484949,492021.276596,376.0,1948.115723,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-10466.126953,-2168.32959,2607312398,2607313150,-6651.655835,-27403.55737,28040.030054,39849.186547,APPLE,
159880,1769216643.1993966,37,0,F0:F6:16:D9:B9:56,8E89BED6,APPLE,56b9d916f6f01eff4c001219109c8c0caa1cb9a65e2bfa8a116b02224f70e0e31dc28f02ea,2557.420827,-406.898613,2557.420133,355185.831082,280837.852695,0.940439,81.457708,2.5,-1348.973249,22.358802,492021.276596,376.0,1745.490967,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-13552.898438,-2173.796143,2607312399,2607313151,7850.552353,1467.68695,6942.414604,10676.969355,APPLE,
159886,1769216643.2409651,37,0,C4:CC:AB:84:E5:53,8E89BED6,APPLE,53e584abccc41eff4c00121910fe17d18736d0a2b1ababccc0af5d9ed4d91323e77a2f00ac,-3573.447726,4730.596641,-3573.448209,374948.775082,289398.211932,0.925991,-85.055482,2.0,7753.538082,20.171521,361702.12766,376.0,-4005.151367,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-1715.001465,996.262878,2607352309,2607353061,7712.931817,4971.746218,-37909.43266,17699.577452,APPLE,
159894,1769216643.2833147,37,0,6F:8F:6C:39:53:A5,8E89BED6,GOOGLE,a553396c8f6f0201061916aafe418fb4664c8d15d1b755646afcf5cf6156297bb88b8e,9497.219997,5309.312181,9497.220504,350498.435544,258484.22208,0.981533,74.254693,1.0,10908.883151,21.911999,330555.555556,360.0,10254.772461,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,43857.503906,3701.203125,2607474458,2607475178,-35175.69561,36714.837107,5026.610637,11666.968001,GOOGLE,
159895,1769216643.3243947,37,0,6F:8F:6C:39:53:A5,8E89BED6,GOOGLE,a553396c8f6f0201061916aafe418fb4664c8d15d1b755646afcf5cf6156297bb88b8e,10007.247397,5507.924166,10007.248526,349845.678821,267982.683534,0.982862,71.815319,1.0,10771.618293,21.920736,330555.555556,360.0,10149.938477,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,44414.945312,3713.147705,2607474459,2607475179,-24434.432309,32793.263632,-10019.871333,22714.390432,GOOGLE,
159898,1769216643.359654,37,0,6B:6C:91:4D:E0:C3,8E89BED6,GOOGLE,c3e04d916c6b0201061916aafe413305fae9724cd9acb9996e9702835e5bf52b37a5b6,-34751.518403,8233.127719,-34751.518842,365509.061576,283568.209418,1.037116,26.048238,0.5,-29744.029949,21.216043,438888.888889,360.0,2798.814453,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-24299.460938,-16652.503906,2607481189,2607481909,-30104.498962,-11814.276473,-25766.103202,-42848.083943,GOOGLE,
159914,1769216643.5993693,37,0,C8:48:BB:51:E1:A0,8E89BED6,APPLE,a0e151bb48c81eff4c00121910ead3335f3e0162b4b803d9c9b2474a29f4aea89c455d024e,32967.895779,12979.647509,32967.896023,347086.609741,256511.530138,1.03196,-3.406395,2.0,42145.662689,23.141667,127659.574468,376.0,15229.830078,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,41472.105469,32044.304688,2607649138,2607649890,48251.852763,24793.58824,8235.815867,58131.658043,APPLE,
159915,1769216643.6311247,37,0,C8:48:BB:51:E1:A0,8E89BED6,APPLE,a0e151bb48c81eff4c00121910ead3335f3e0162b4b803d9c9b2474a29f4aea89c455d024e,32665.310801,12724.997614,32665.311922,346139.648946,270022.571968,1.033554,-2.545081,2.0,41988.930202,23.14366,127659.574468,376.0,15119.210938,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,40170.71875,32056.087891,2607649139,2607649891,50335.45311,16510.957851,28975.814028,41925.978738,APPLE,
159919,1769216643.6656916,37,0,C2:97:CC:47:79:BF,8E89BED6,TILE,bf7947cc97c20201060d16edfe0200ee1d99f12647c3560303edfe,17914.307741,17723.921513,17914.307746,295411.036307,232160.306287,1.060337,14.00592,0.0,12135.894539,23.052777,97972.972973,296.0,25002.607422,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,53395.871094,13708.563477,2607675394,2607675986,5757.031596,44524.631772,-19826.379826,31456.067602,TILE,
159920,1769216643.6857924,37,0,C2:97:CC:47:79:BF,8E89BED6,TILE,bf7947cc97c20201060d16edfe0200ee1d99f12647c3560303edfe,18374.833351,17607.256994,18374.833892,295517.013938,246231.851976,1.059132,13.55452,0.0,11796.418699,22.772184,226351.351351,296.0,24693.242188,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,62003.5625,13685.001953,2607675395,2607675987,9969.051741,32314.307362,7884.952783,13944.700262,TILE,
159931,1769216643.7383435,37,0,E5:80:FD:45:9B:E9,8E89BED6,TILE,e99b45fd80e50201060d16edfe0200991528a0bb83959c0303edfe,-11847.571341,2587.489518,-11847.571386,292933.870196,231439.790833,0.936675,76.096536,0.0,-13740.214522,21.728134,287162.162162,296.0,-1115.237671,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-11345.524414,-13851.788086,2607920223,2607920815,23613.286694,-26912.037691,-23887.623661,-39639.038025,TILE,
159936,1769216643.7660096,37,0,69:B3:D4:D7:57:AC,8E89BED6,GOOGLE,ac57d7d4b3690201061916aafe415c4c68023de03cce6d2759f08c88e5537cf95f37bf,11242.41033,9572.155076,11242.409907,352266.897963,261648.705215,0.975089,83.177993,0.5,27814.077153,22.330343,302777.777778,360.0,13859.300781,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,61505.417969,3961.761963,2607967785,2607968505,14146.805129,-33021.153118,46536.491143,-3330.98477,GOOGLE,
159937,1769216643.8067508,37,0,69:B3:D4:D7:57:AC,8E89BED6,GOOGLE,ac57d7d4b3690201061916aafe415c4c68023de03cce6d2759f08c88e5537cf95f37bf,11502.51408,9623.01322,11502.514706,352290.719657,273267.31295,0.974415,85.464975,0.5,27599.630317,22.349453,302777.777778,360.0,13855.277344,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,63951.4375,3994.979248,2607967786,2607968506,14374.439144,-20712.177585,18598.540434,12158.531391,GOOGLE,
159946,1769216644.0570755,37,0,EE:41:10:23:AF:58,8E89BED6,APPLE,58af231041ee1eff4c00121920b8195b5391537fc65f2b8c44ee2d60150abb395853e90254,6957.996482,1936.759218,6957.997175,293636.163856,226002.675149,1.023359,-33.402143,3.0,19659.61824,23.918469,329787.234043,376.0,1668.620972,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,17369.171875,18365.976562,2608126673,2608127425,4497.37833,12910.833726,-10154.500071,33694.281554,APPLE,
159958,1769216644.1120067,37,0,DC:D9:17:9B:A7:45,8E89BED6,TILE,45a79b17d9dc0201060303edfe0d16edfe02002844586d7f3a7bdb,13906.636342,-1863.257906,13906.636012,261744.298792,222624.221817,1.020586,39.731594,2.0,5059.092241,22.250881,364864.864865,296.0,14742.572266,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,15352.632812,9904.853516,2608304991,2608305583,-32103.995848,20621.83017,9215.266347,49181.457681,TILE,
159969,1769216644.3411796,37,0,D1:CF:9E:9A:9A:B6,8E89BED6,APPLE,b69a9a9ecfd11eff4c0012196052b39d011feb04e1f3b848b5f48f3406a166418956cd018b,-9124.73286,6964.95178,-9124.733643,364695.044456,281384.750995,1.064498,-15.781318,108.5,-4859.31151,17.852413,646276.595745,376.0,10701.720703,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-12810.010742,-11054.422852,2608506010,2608506762,-20835.876544,-30489.952787,-29786.918019,62791.449684,APPLE,
159983,1769216644.38905,37,0,F6:B3:C7:70:AA:6F,8E89BED6,APPLE,6faa70c7b3f61eff4c00121920071d4b097cd79865779e67e2c43459a9a738d20ff84d0177,6038.902362,3509.474229,6038.90313,332708.155855,249445.111059,0.918133,85.345983,3.0,5313.040015,24.236503,228723.404255,376.0,1180.779785,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1961.564941,2498.553955,2608688764,2608689516,10110.18491,-5213.474376,-13874.845477,6719.123307,APPLE,
159984,1769216644.4212887,37,0,F6:B3:C7:70:AA:6F,8E89BED6,APPLE,6faa70c7b3f61eff4c00121920071d4b097cd79865779e67e2c43459a9a738d20ff84d0177,6505.272155,3600.768679,6505.272301,332016.660974,250440.791562,0.917726,84.900165,3.0,5207.979999,24.222767,228723.404255,376.0,1154.178711,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,7455.621094,2530.78833,2608688765,2608689517,16911.256024,-16693.205987,-15318.040931,9862.000337,APPLE,
160000,1769216644.685066,37,0,48:CC:87:99:A3:11,8E89BED6,GOOGLE,11a39987cc480201061916aafe411d5170599a7553f6497c796f524c58a83ef831b72e,-39199.115243,956.306384,-39199.117382,364676.048389,266193.234364,1.023874,-8.104262,1.0,-35209.678721,20.760375,400000.0,360.0,-6646.25,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-119271.078125,-33394.875,2609020528,2609021248,14597.497541,-51162.629514,-78362.092929,-47732.863587,GOOGLE,
160001,1769216644.7187624,37,0,48:CC:87:99:A3:11,8E89BED6,GOOGLE,11a39987cc480201061916aafe411d5170599a7553f6497c796f524c58a83ef831b72e,-38586.75337,1204.073057,-38586.75361,364783.467015,270692.612316,1.025913,-7.256053,1.0,-35368.055792,20.738426,402777.777778,360.0,-6651.158203,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-119271.078125,-33477.207031,2609020529,2609021249,23231.900707,-49488.680518,-67886.554577,-67170.109631,GOOGLE,
160006,1769216644.7539167,37,0,DF:DE:2D:FE:44:9C,8E89BED6,APPLE,9c44fe2ddedf1eff4c00121920c86a4b8595db98a5443ce3016852ef224b8fec77bcb70297,6879.783759,4887.808736,6879.784186,341207.212343,248696.10535,1.011485,40.806993,3.0,25218.423411,23.777936,2659.574468,376.0,-27.255144,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,51828.972656,18320.4375,2609085328,2609086080,16654.375134,-8778.920925,-4197.963142,-3649.332293,APPLE,
160007,1769216644.7918456,37,0,DF:DE:2D:FE:44:9C,8E89BED6,APPLE,9c44fe2ddedf1eff4c00121920c86a4b8595db98a5443ce3016852ef224b8fec77bcb70297,6423.450669,4922.522099,6423.449623,341219.234055,276187.671578,1.009697,41.482324,3.0,25130.095366,23.789629,2659.574468,376.0,241.848602,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,51171.351562,18259.849609,2609085329,2609086081,15133.750695,-9023.452394,-3197.185577,-640.85839,APPLE,
160023,1769216644.8516428,37,0,DA:08:C5:B7:04:F7,8E89BED6,APPLE,f704b7c508da1eff4c0012191057768ed391a246b1558fd0cddcb979bebc45a1b9a53c00de,-9378.109915,1697.212029,-9378.109699,309193.32971,244217.390794,0.907826,76.69055,49.5,13351.323854,22.000434,300531.914894,376.0,775.963013,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-80897.507812,-6431.644043,2609326194,2609326946,3271.02911,-43141.063592,-28251.817816,43475.121269,APPLE,
160024,1769216644.8868706,37,0,DA:08:C5:B7:04:F7,8E89BED6,APPLE,f704b7c508da1eff4c0012191057768ed391a246b1558fd0cddcb979bebc45a1b9a53c00de,-9582.186867,1431.394591,-9582.186872,307729.579115,270314.038866,0.909757,76.527558,49.5,13275.657439,21.995109,300531.914894,376.0,873.985229,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-80897.507812,-6352.452637,2609326195,2609326947,292.265899,-53708.101295,10098.093504,15221.37669,APPLE,
160029,1769216644.9237225,37,0,FD:B3:D6:09:87:AF,8E89BED6,APPLE,af8709d6b3fd1eff4c00121920dc3da990e9d2fe96f8c619d861a74e502fb0198bf07e0270,7081.221006,12080.569435,7081.220564,355784.153172,257040.94331,0.985966,53.01771,4.0,24570.841494,22.632363,223404.255319,376.0,4437.385742,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,54932.152344,21028.804688,2609346579,2609347331,52734.113992,-1843.185411,-32105.4132,13131.855475,APPLE,
160030,1769216644.9565563,37,0,FD:B3:D6:09:87:AF,8E89BED6,APPLE,af8709d6b3fd1eff4c00121920dc3da990e9d2fe96f8c619d861a74e502fb0198bf07e0270,7367.229323,12133.874656,7367.229068,354988.819816,284812.816519,0.985836,53.386264,4.0,24511.349959,22.577771,223404.255319,376.0,4250.922363,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,54932.152344,20991.533203,2609346580,2609347332,49145.528047,166.067951,5776.675945,-23081.456787,APPLE,
160033,1769216645.0018504,37,0,C2:97:A0:09:6A:11,8E89BED6,TILE,116a09a097c20201060d16edfe0200b6301e3e80e226ee0303edfe,23041.047764,8573.199451,23041.048443,277005.392189,225465.957329,0.996153,-48.087116,36.0,6888.89079,22.309021,351351.351351,296.0,13227.378906,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,18174.59375,14609.066406,2609477482,2609478074,6895.142015,55165.119867,16313.151613,25651.01353,TILE,
160041,1769216645.2278187,37,0,5E:01:1E:29:5F:7D,8E89BED6,GOOGLE,7d5f291e015e0201061916aafe41d2eff535e94dd624d43e07716ad94ec37a521dc8c7,-883.290441,669.142278,-883.290661,355699.186169,263513.433773,1.001524,43.958148,1.0,3996.090304,21.851787,277777.777778,360.0,8418.835938,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,55923.351562,-9011.496094,2609622178,2609622898,13294.432668,-20958.390871,11284.121373,3617.968356,GOOGLE,
160042,1769216645.2584937,37,0,5E:01:1E:29:5F:7D,8E89BED6,GOOGLE,7d5f291e015e0201061916aafe41d2eff535e94dd624d43e07716ad94ec37a521dc8c7,-474.782998,528.320558,-474.784207,355645.231254,273755.528516,1.003402,42.630835,1.0,3830.008948,21.957898,277777.777778,360.0,8297.883789,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,55923.351562,-8999.339844,2609622179,2609622899,11211.033835,-38417.920076,7003.055647,24495.448501,GOOGLE,
160059,1769216645.317759,37,0,4B:7E:DD:03:C0:83,8E89BED6,GOOGLE,83c003dd7e4b0201061916aafe41688ba73deef38a2175ef922dcfca7733c004e909f2,1078.691934,4647.955412,1078.69206,356892.499662,262484.140221,0.944951,89.391299,1.0,4824.403099,21.852245,527777.777778,360.0,8783.09668,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,56519.984375,11666.337891,2609969724,2609970444,-34447.48706,44887.661119,-19542.377138,-9693.556293,GOOGLE,
160060,1769216645.350553,37,0,4B:7E:DD:03:C0:83,8E89BED6,GOOGLE,83c003dd7e4b0201061916aafe41688ba73deef38a2175ef922dcfca7733c004e909f2,610.284828,4826.013514,610.284726,355475.005095,273475.663482,0.943541,88.753084,1.0,4642.15018,21.838234,527777.777778,360.0,8910.841797,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,56519.984375,11533.185547,2609969725,2609970445,-35063.953095,22331.319993,-20750.326821,19541.80798,GOOGLE,
160069,1769216645.591959,37,0,f9026916370c7f28,8E89BED6,SAMSUNG,67e62f680b5802010403025afd17165afd1321f9026916370c7f287488a700000048b23d2d,11905.048565,1871.068593,11905.049067,349153.446979,256158.384134,1.093516,21.693403,2.5,15679.479115,22.214265,385638.297872,376.0,15394.158203,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,33452.878906,6831.378418,2610139823,2610140575,3203.697674,27077.839814,17459.055455,-11358.788671,SAMSUNG,f9026916370c7f28
160070,1769216645.6236513,37,0,f9026916370c7f28,8E89BED6,SAMSUNG,67e62f680b5802010403025afd17165afd1321f9026916370c7f287488a700000048b23d2d,12161.387167,1898.05319,12161.388587,348164.854279,265512.05094,1.094549,21.799237,2.5,15516.519937,22.194057,385638.297872,376.0,15055.620117,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,33452.878906,6863.886719,2610139824,2610140576,-4398.869415,24685.558741,24708.46778,-981.159539,SAMSUNG,f9026916370c7f28
160079,1769216645.6624386,37,0,DC:EB:42:AA:4A:42,8E89BED6,APPLE,424aaa42ebdc1eff4c0012192058f4a1db33445b6d87271faa25e6ff3650d25231e5550289,27433.884721,13220.853964,27433.88552,334473.138034,247947.260895,1.049114,-26.157622,3.5,38805.903785,24.777179,303191.489362,376.0,16034.802734,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,34072.480469,18177.263672,2610226428,2610227180,9633.114247,26061.349814,47215.764589,30690.068576,APPLE,
160103,1769216645.9500172,37,0,f902b8d92caa6cfd,8E89BED6,SAMSUNG,43235da1014702010403025afd17165afd1321f902b8d92caa6cfd96a2a7000000e3707c49,-1142.755438,7074.009321,-1142.757894,350430.440074,248622.122559,1.006835,36.037107,3.0,5127.861648,22.268774,356382.978723,376.0,12674.355469,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,3188.578613,8052.202148,2610680637,2610681389,296.905637,12804.878625,-16062.959798,6300.002,SAMSUNG,f902b8d92caa6cfd
160104,1769216645.9897368,37,0,f902b8d92caa6cfd,8E89BED6,SAMSUNG,43235da1014702010403025afd17165afd1321f902b8d92caa6cfd96a2a7000000e3707c49,-854.571315,7335.840488,-854.571376,348761.936291,272611.45802,1.005731,36.7737,3.0,4992.03778,22.275979,356382.978723,376.0,12449.008789,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,3350.985352,7964.401855,2610680638,2610681390,-8169.731472,12863.357067,12620.546351,-11706.056505,SAMSUNG,f902b8d92caa6cfd
160111,1769216646.02967,37,0,f90201825f7b715b,8E89BED6,SAMSUNG,9771efe5916d02010403025afd17165afd1320f90201825f7b715b06c1a70000007ccc4fd5,22200.372988,11344.701596,22200.373504,349927.205929,266225.610698,1.022105,6.724359,3.0,30880.621793,25.526821,127659.574468,376.0,21782.619141,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,46028.9375,16764.572266,2610731224,2610731976,-909.899748,68527.83177,18318.464103,19921.130478,SAMSUNG,f90201825f7b715b
160112,1769216646.061944,37,0,f90201825f7b715b,8E89BED6,SAMSUNG,9771efe5916d02010403025afd17165afd1320f90201825f7b715b06c1a70000007ccc4fd5,22727.185135,11182.811091,22727.185675,349005.449969,267052.229168,1.021733,4.276185,3.0,30756.419855,25.485132,127659.574468,376.0,22175.949219,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,46028.9375,16726.548828,2610731225,2610731977,3996.656568,70122.694354,7818.32425,17403.443035,SAMSUNG,f90201825f7b715b
160125,1769216646.1076064,37,0,CC:E9:53:9B:1A:F0,8E89BED6,APPLE,f01a9b53e9cc1eff4c001219207904aa3b4bda287cf4efbda9525957f3d16d7ca1ac4b0362,2980.798701,3160.568556,2980.796545,311541.489917,236443.378259,0.943969,81.689601,94.0,29633.099328,24.038789,313829.787234,376.0,-205.193619,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,24728.763672,10200.328125,2610879656,2610880408,-10773.976994,-23159.586667,25198.070955,31535.363365,APPLE,
160126,1769216646.1414063,37,0,CC:E9:53:9B:1A:F0,8E89BED6,APPLE,f01a9b53e9cc1eff4c001219207904aa3b4bda287cf4efbda9525957f3d16d7ca1ac4b0362,2518.831201,2889.243294,2518.831385,309673.229697,242817.797839,0.94578,81.242106,94.0,29550.711706,24.01899,313829.787234,376.0,-552.805237,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,19123.228516,10169.100586,2610879657,2610880409,2333.357736,-12385.151783,16268.033266,14088.881938,APPLE,
160133,1769216646.179536,37,0,50:92:84:67:D9:B6,8E89BED6,GOOGLE,b6d9678492500201061916aafe41bcbe7697d3d84267c7fe9f1dedd1d3ea485911b5ee,4206.43616,6087.062451,4206.43652,349820.491337,285843.470023,0.983605,85.339015,1.0,-8505.072608,20.5247,472222.222222,360.0,15671.294922,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,31820.958984,-11017.893555,2610949990,2610950710,1548.957872,-28739.616235,46808.442905,3707.232633,GOOGLE,
